Referência;MARCA;Impressora;Descrição;Capacidade;Família;Preço de Compra s/Imposto;PVD2;PVD3;Preço c/Imposto;PVD3
EI-T6037(PG);EPSON;Tinta (Ink-jet);EPSON T603700 BLACK LIGHT CARTUCHO DE TINTA PIGMENTADA GENERICO C13T603700;220 ml;181;9,84   ;13,78   ;13,29   ;39,95   ;Si
EI-T6039(PG);EPSON;Tinta (Ink-jet);EPSON T603900 BLACK LIGHT LIGHT CARTUCHO DE TINTA PIGMENTADA GENERICO C13T603900;220 ml;181;9,84   ;13,78   ;13,29   ;39,95   ;Si
EI-T6061(PG);EPSON;Tinta (Ink-jet);EPSON T606100 BLACK PHOTO CARTUCHO DE TINTA PIGMENTADA GENERICO C13T606100;220 ml;181;8,85   ;12,38   ;11,94   ;38,90   ;Si
EI-T6062(PG);EPSON;Tinta (Ink-jet);EPSON T606200 CYAN CARTUCHO DE TINTA PIGMENTADA GENERICO C13T606200;220 ml;181;8,85   ;12,38   ;11,94   ;38,90   ;Si
EI-T6063(PG);EPSON;Tinta (Ink-jet);EPSON T606300 MAGENTA CARTUCHO DE TINTA PIGMENTADA GENERICO C13T606300;220 ml;181;8,85   ;12,38   ;11,94   ;38,90   ;Si
EI-T6064(PG);EPSON;Tinta (Ink-jet);EPSON T606400 YELLOW CARTUCHO DE TINTA PIGMENTADA GENERICO C13T606400;220 ml;181;8,85   ;12,38   ;11,94   ;38,90   ;Si
EI-T6065(PG);EPSON;Tinta (Ink-jet);EPSON T606500 CYAN LIGHT CARTUCHO DE TINTA PIGMENTADA GENERICO C13T606500;220 ml;181;8,85   ;12,38   ;11,94   ;38,90   ;Si
EI-T6066(PG);EPSON;Tinta (Ink-jet);EPSON T606600 MAGENTA LIGHT CARTUCHO DE TINTA PIGMENTADA GENERICO C13T606600;220 ml;181;8,85   ;12,38   ;11,94   ;38,90   ;Si
EI-T6067(PG);EPSON;Tinta (Ink-jet);EPSON T606700 BLACK LIGHT CARTUCHO DE TINTA PIGMENTADA GENERICO C13T606700;220 ml;181;8,85   ;12,38   ;11,94   ;38,90   ;Si
EI-T6069(PG);EPSON;Tinta (Ink-jet);EPSON T606900 BLACK LIGHT LIGHT CARTUCHO DE TINTA PIGMENTADA GENERICO C13T606900;220 ml;181;8,85   ;12,38   ;11,94   ;38,90   ;Si
EI-T6128(PG);EPSON;Tinta (Ink-jet);EPSON T612800/T567800 BLACK MATE CARTUCHO DE TINTA PIGMENTADA GENERICO C13T612800/T567800;220 ml;181;9,84   ;13,78   ;13,29   ;39,95   ;Si
EI-T6148(PG);EPSON;Tinta (Ink-jet);EPSON T614800 BLACK MATE CARTUCHO DE TINTA PIGMENTADA GENERICO C13T614800;220 ml;181;8,85   ;12,38   ;11,94   ;38,90   ;No
EI-T6161(PG);EPSON;Tinta (Ink-jet);EPSON T616100 BLACK CARTUCHO DE TINTA PIGMENTADA GENERICO C13T616100;3.000 Páginas;181;8,20   ;11,48   ;11,07   ;24,90   ;No
EI-T6162(PG);EPSON;Tinta (Ink-jet);EPSON T616200 CYAN CARTUCHO DE TINTA PIGMENTADA GENERICO C13T616200;3.500 Páginas;181;8,20   ;11,48   ;11,07   ;24,90   ;No
EI-T6163(PG);EPSON;Tinta (Ink-jet);EPSON T616300 MAGENTA CARTUCHO DE TINTA PIGMENTADA GENERICO C13T616300;3.500 Páginas;181;8,20   ;11,48   ;11,07   ;24,90   ;No
EI-T6164(PG);EPSON;Tinta (Ink-jet);EPSON T616400 YELLOW CARTUCHO DE TINTA PIGMENTADA GENERICO C13T616400;3.500 Páginas;181;8,20   ;11,48   ;11,07   ;24,90   ;Si
EI-T6641;EPSON;Tinta (Ink-jet);EPSON T6641 BLACK RECIPIENTEDE TINTA GENERICA C13T664140;100 ml;181;0,51   ;0,71   ;0,69   ;4,90   ;Si
EI-T6642;EPSON;Tinta (Ink-jet);EPSON T6642 CYAN RECIPIENTEDE TINTA GENERICA C13T664240;100 ml;181;0,51   ;0,71   ;0,69   ;4,90   ;Si
EI-T6643;EPSON;Tinta (Ink-jet);EPSON T6643 MAGENTA RECIPIENTEDE TINTA GENERICA C13T664340;100 ml;181;0,51   ;0,71   ;0,69   ;4,90   ;Si
EI-T6644;EPSON;Tinta (Ink-jet);EPSON T6644 YELLOW RECIPIENTEDE TINTA GENERICA C13T664440;100 ml;181;0,51   ;0,71   ;0,69   ;4,90   ;Si
EI-T6731;EPSON;Tinta (Ink-jet);EPSON T6731 BLACK RECIPIENTEDE TINTA GENERICA C13T67314A;100 ml;181;0,78   ;1,09   ;1,05   ;4,90   ;Si
EI-T6732;EPSON;Tinta (Ink-jet);EPSON T6732 CYAN RECIPIENTEDE TINTA GENERICA C13T67324A;100 ml;181;0,78   ;1,09   ;1,05   ;4,90   ;Si
EI-T6733;EPSON;Tinta (Ink-jet);EPSON T6733 MAGENTA RECIPIENTEDE TINTA GENERICA C13T67334A;100 ml;181;0,78   ;1,09   ;1,05   ;4,90   ;Si
EI-T6734;EPSON;Tinta (Ink-jet);EPSON T6734 YELLOW RECIPIENTEDE TINTA GENERICA C13T67344A;100 ml;181;0,78   ;1,09   ;1,05   ;4,90   ;Si
EI-T6735;EPSON;Tinta (Ink-jet);EPSON T6735 CYAN LIGHT RECIPIENTEDE TINTA GENERICA C13T67354A;100 ml;181;0,78   ;1,09   ;1,05   ;4,90   ;Si
EI-T6736;EPSON;Tinta (Ink-jet);EPSON T6736 MAGENTA LIGHT RECIPIENTEDE TINTA GENERICA C13T67364A;100 ml;181;0,78   ;1,09   ;1,05   ;4,90   ;Si
EI-T7011;EPSON;Tinta (Ink-jet);EPSON T7011/T7021/T7031 BLACK CARTUCHO DE TINTA GENERICO C13T70114010/C13T70214010/C13T70314010;59 ml;181;1,00   ;1,40   ;1,35   ;8,25   ;Si
EI-T7012;EPSON;Tinta (Ink-jet);EPSON T7012/T7022/T7032 CYAN CARTUCHO DE TINTA GENERICO C13T70124010/C13T70224010/C13T70324010;35 ml;181;0,93   ;1,30   ;1,26   ;8,25   ;Si
EI-T7013;EPSON;Tinta (Ink-jet);EPSON T7013/T7023/T7033 MAGENTA CARTUCHO DE TINTA GENERICO C13T70134010/C13T70234010/C13T70334010;35 ml;181;0,93   ;1,30   ;1,26   ;8,25   ;Si
EI-T7014;EPSON;Tinta (Ink-jet);EPSON T7014/T7024/T7034 YELLOW CARTUCHO DE TINTA GENERICO C13T70144010/C13T70244010/C13T70344010;35 ml;181;0,93   ;1,30   ;1,26   ;8,25   ;No
EI-T7441(PG);EPSON;Tinta (Ink-jet);EPSON T7441 BLACK CARTUCHO DE TINTA PIGMENTADA GENERICO C13T74414010;10.000 Páginas;181;6,69   ;9,36   ;9,02   ;29,90   ;No
EI-T7551(PG);EPSON;Tinta (Ink-jet);EPSON T7561/T7551 BLACK CARTUCHO DE TINTA PIGMENTADA GENERICO C13T756140/C13T755140;5.000 Páginas;181;5,03   ;7,05   ;6,80   ;21,90   ;No
EI-T7552(PG);EPSON;Tinta (Ink-jet);EPSON T7562/T7552 CYAN CARTUCHO DE TINTA PIGMENTADA GENERICO C13T756240/C13T755240;4.000 Páginas;181;5,03   ;7,05   ;6,80   ;21,90   ;No
EI-T7553(PG);EPSON;Tinta (Ink-jet);EPSON T7563/T7553 MAGENTA CARTUCHO DE TINTA PIGMENTADA GENERICO C13T756340/C13T755340;4.000 Páginas;181;5,03   ;7,05   ;6,80   ;21,90   ;No
EI-T7554(PG);EPSON;Tinta (Ink-jet);EPSON T7564/T7554 YELLOW CARTUCHO DE TINTA PIGMENTADA GENERICO C13T756440/C13T755440;4.000 Páginas;181;5,03   ;7,05   ;6,80   ;21,90   ;Si
EI-T7601(PG);EPSON;Tinta (Ink-jet);EPSON T7601 BLACK PHOTO CARTUCHO DE TINTA PIGMENTADA GENERICO C13T76014010;25.9 ml;181;3,65   ;5,10   ;4,92   ;14,90   ;Si
EI-T7602(PG);EPSON;Tinta (Ink-jet);EPSON T7602 CYAN CARTUCHO DE TINTA PIGMENTADA GENERICO C13T76024010;25.9 ml;181;3,65   ;5,10   ;4,92   ;14,90   ;Si
EI-T7603(PG);EPSON;Tinta (Ink-jet);EPSON T7603 MAGENTA CARTUCHO DE TINTA PIGMENTADA GENERICO C13T76034010;25.9 ml;181;3,65   ;5,10   ;4,92   ;14,90   ;Si
EI-T7604(PG);EPSON;Tinta (Ink-jet);EPSON T7604 YELLOW CARTUCHO DE TINTA PIGMENTADA GENERICO C13T76044010;25.9 ml;181;3,65   ;5,10   ;4,92   ;14,90   ;Si
EI-T7605(PG);EPSON;Tinta (Ink-jet);EPSON T7605 CYAN LIGHT CARTUCHO DE TINTA PIGMENTADA GENERICO C13T76054010;25.9 ml;181;3,65   ;5,10   ;4,92   ;14,90   ;Si
EI-T7606(PG);EPSON;Tinta (Ink-jet);EPSON T7606 MAGENTA LIGHT CARTUCHO DE TINTA PIGMENTADA GENERICO C13T76064010;25.9 ml;181;3,65   ;5,10   ;4,92   ;14,90   ;Si
EI-T7607(PG);EPSON;Tinta (Ink-jet);EPSON T7607 BLACK LIGHT CARTUCHO DE TINTA PIGMENTADA GENERICO C13T76074010;25.9 ml;181;3,65   ;5,10   ;4,92   ;14,90   ;Si
EI-T7608(PG);EPSON;Tinta (Ink-jet);EPSON T7608 BLACK MATE CARTUCHO DE TINTA PIGMENTADA GENERICO C13T76084010;25.9 ml;181;3,65   ;5,10   ;4,92   ;14,90   ;Si
EI-T7609(PG);EPSON;Tinta (Ink-jet);EPSON T7609 BLACK LIGHT LIGHT CARTUCHO DE TINTA PIGMENTADA GENERICO C13T76094010;25.9 ml;181;3,65   ;5,10   ;4,92   ;14,90   ;Si
EI-T7891;EPSON;Tinta (Ink-jet);EPSON T7891/T7901/T7911 BLACK CARTUCHO DE TINTA GENERICO C13T789140/C13T79014010/C13T79114010;65 ml;181;1,17   ;1,64   ;1,59   ;11,50   ;Si
EI-T7892;EPSON;Tinta (Ink-jet);EPSON T7892/T7902/T7912 CYAN CARTUCHO DE TINTA GENERICO C13T789240/C13T79024010/C13T79124010;35 ml;181;1,13   ;1,58   ;1,52   ;11,50   ;Si
EI-T7893;EPSON;Tinta (Ink-jet);EPSON T7893/T7903/T7913 MAGENTA CARTUCHO DE TINTA GENERICO C13T789340/C13T79034010/C13T79134010;35 ml;181;1,13   ;1,58   ;1,52   ;11,50   ;Si
EI-T7894;EPSON;Tinta (Ink-jet);EPSON T7894/T7904/T7914 YELLOW CARTUCHO DE TINTA GENERICO C13T789440/C13T79044010/C13T79144010;35 ml;181;1,13   ;1,58   ;1,52   ;11,50   ;No
EI-T7901;EPSON;Tinta (Ink-jet);EPSON T7901/T7911 (79XL) BLACK CARTUCHO DE TINTA GENERICO C13T79014010/C13T79114010;42 ml;181;1,25   ;1,75   ;1,69   ;9,90   ;Si
EI-T7902;EPSON;Tinta (Ink-jet);EPSON T7902/T7912 (79XL) CYAN CARTUCHO DE TINTA GENERICO C13T79024010/C13T79124010;19 ml;181;1,25   ;1,75   ;1,69   ;9,90   ;Si
EI-T7903;EPSON;Tinta (Ink-jet);EPSON T7903/T7913 (79XL) MAGENTA CARTUCHO DE TINTA GENERICO C13T79034010/C13T79134010;19 ml;181;1,25   ;1,75   ;1,69   ;9,90   ;Si
EI-T7904;EPSON;Tinta (Ink-jet);EPSON T7904/T7914 (79XL) YELLOW CARTUCHO DE TINTA GENERICO C13T79044010/C13T79144010;19 ml;181;1,25   ;1,75   ;1,69   ;9,90   ;No
EI-T8501(PG);EPSON;Tinta (Ink-jet);EPSON T8501 BLACK PHOTO CARTUCHO DE TINTA PIGMENTADA GENERICO C13T850100;80 ml;181;9,92   ;13,89   ;13,39   ;29,90   ;Si
EI-T8502(PG);EPSON;Tinta (Ink-jet);EPSON T8502 CYAN CARTUCHO DE TINTA PIGMENTADA GENERICO C13T850200;80 ml;181;9,92   ;13,89   ;13,39   ;29,90   ;Si
EI-T8503(PG);EPSON;Tinta (Ink-jet);EPSON T8503 MAGENTA CARTUCHO DE TINTA PIGMENTADA GENERICO C13T850300;80 ml;181;9,92   ;13,89   ;13,39   ;29,90   ;No
EI-T8504(PG);EPSON;Tinta (Ink-jet);EPSON T8504 YELLOW CARTUCHO DE TINTA PIGMENTADA GENERICO C13T850400;80 ml;181;9,92   ;13,89   ;13,39   ;29,90   ;No
EI-T8505(PG);EPSON;Tinta (Ink-jet);EPSON T8505 CYAN LIGHT CARTUCHO DE TINTA PIGMENTADA GENERICO C13T850500;80 ml;181;9,92   ;13,89   ;13,39   ;29,90   ;No
EI-T8506(PG);EPSON;Tinta (Ink-jet);EPSON T8506 MAGENTA LIGHT CARTUCHO DE TINTA PIGMENTADA GENERICO C13T850600;80 ml;181;9,92   ;13,89   ;13,39   ;29,90   ;No
EI-T8507(PG);EPSON;Tinta (Ink-jet);EPSON T8507 BLACK LIGHT CARTUCHO DE TINTA PIGMENTADA GENERICO C13T850700;80 ml;181;9,92   ;13,89   ;13,39   ;29,90   ;No
EI-T8508(PG);EPSON;Tinta (Ink-jet);EPSON T8508 BLACK MATE CARTUCHO DE TINTA PIGMENTADA GENERICO C13T850800;80 ml;181;9,92   ;13,89   ;13,39   ;29,90   ;No
EI-T8509(PG);EPSON;Tinta (Ink-jet);EPSON T8509 BLACK LIGHT LIGHT CARTUCHO DE TINTA PIGMENTADA GENERICO C13T850900;80 ml;181;9,92   ;13,89   ;13,39   ;29,90   ;No
EI-T8651(PG);EPSON;Tinta (Ink-jet);EPSON T8651/T8661 BLACK CARTUCHO DE TINTA PIGMENTADA GENERICO C13T865140/C13T866140;10.000 Páginas;181;9,82   ;13,75   ;13,26   ;38,90   ;Si
EI-T9081(PG);EPSON;Tinta (Ink-jet);EPSON T9081/T9071 BLACK CARTUCHO DE TINTA PIGMENTADA GENERICO C13T908140/C13T907140;5.000 Páginas;181;8,17   ;11,44   ;11,03   ;25,99   ;Si
EI-T9082(PG);EPSON;Tinta (Ink-jet);EPSON T9082/T9072 CYAN CARTUCHO DE TINTA PIGMENTADA GENERICO C13T908240/C13T907240;4.000 Páginas;181;6,25   ;8,75   ;8,43   ;21,99   ;Si
EI-T9083(PG);EPSON;Tinta (Ink-jet);EPSON T9083/T9073 MAGENTA CARTUCHO DE TINTA PIGMENTADA GENERICO C13T908340/C13T907340;4.000 Páginas;181;6,25   ;8,75   ;8,43   ;21,99   ;Si
EI-T9084(PG);EPSON;Tinta (Ink-jet);EPSON T9084/T9074 YELLOW CARTUCHO DE TINTA PIGMENTADA GENERICO C13T908440/C13T907440;4.000 Páginas;181;6,25   ;8,75   ;8,43   ;21,99   ;Si
ER-DFX5000BK;EPSON;Matricial;EPSON DFX5000/DFX8000 NEGRA FITA MATRICIAL GENERICA C13S015055;12.7mm * 55m;193;1,90   ;2,66   ;2,57   ;7,50   ;Si
ER-DFX9000BK;EPSON;Matricial;EPSON DFX9000 NEGRA FITA MATRICIAL GENERICA C13S015384;12.7mm * 45m;193;1,99   ;2,79   ;2,69   ;7,50   ;Si
ER-DLQ1000BK(DLQ);EPSON;Matricial;EPSON DLQ1000 NEGRA FITA MATRICIAL GENERICA;8mm * 1.6m;193;0,95   ;1,33   ;1,28   ;4,90   ;Si
ER-ERC03BK;EPSON;Matricial;EPSON ERC03 NEGRA FITA MATRICIAL GENERICA C43S015350;12.7mm * 9m;193;0,77   ;1,08   ;1,04   ;2,75   ;Si
ER-ERC05BK;EPSON;Matricial;EPSON ERC05 NEGRA FITA MATRICIAL GENERICA C43S015352/ERC-05B;4mm * 0.17m;193;0,33   ;0,46   ;0,45   ;1,95   ;Si
ER-ERC09BK;EPSON;Matricial;EPSON ERC09 NEGRA FITA MATRICIAL GENERICA C43S015354;4mm * 0.208m;193;0,34   ;0,48   ;0,46   ;1,50   ;Si
ER-ERC18BK;EPSON;Matricial;EPSON ERC18 NEGRA FITA MATRICIAL GENERICA C43S015356;12.7mm * 12m;193;0,80   ;1,11   ;1,07   ;2,75   ;Si
ER-ERC18PU;EPSON;Matricial;EPSON ERC18 VIOLETA FITA MATRICIAL GENERICA;12.7mm * 12m;193;0,80   ;1,11   ;1,07   ;2,75   ;Si
ER-ERC23BK;EPSON;Matricial;EPSON ERC23 NEGRA FITA MATRICIAL GENERICA C43S015360;12.7mm * 4m;193;0,42   ;0,59   ;0,57   ;2,75   ;Si
ER-ERC27BK;EPSON;Matricial;EPSON ERC27 NEGRA FITA MATRICIAL GENERICA C43S015366;10mm * 3.5m;193;0,38   ;0,54   ;0,52   ;2,25   ;Si
ER-ERC27PU;EPSON;Matricial;EPSON ERC27 VIOLETA FITA MATRICIAL GENERICA;10mm * 3.5m;193;0,38   ;0,54   ;0,52   ;2,25   ;Si
ER-ERC28BK;EPSON;Matricial;EPSON ERC28 NEGRA FITA MATRICIAL GENERICA C43S015227/C43S015435/ERC28B;12.7mm * 3.1m;193;0,45   ;0,63   ;0,61   ;2,99   ;Si
ER-ERC28PU;EPSON;Matricial;EPSON ERC28 VIOLETA FITA MATRICIAL GENERICA;12.7mm * 3.1m;193;0,45   ;0,63   ;0,61   ;2,99   ;Si
ER-ERC31BK;EPSON;Matricial;EPSON ERC31 NEGRA FITA MATRICIAL GENERICA C43S015369;12.7mm * 10m;193;0,62   ;0,87   ;0,84   ;1,95   ;Si
ER-ERC32BK;EPSON;Matricial;EPSON ERC32 NEGRA FITA MATRICIAL GENERICA C43S015371;12.7mm * 8m;193;0,55   ;0,77   ;0,74   ;2,25   ;Si
ER-ERC32PU;EPSON;Matricial;EPSON ERC32 VIOLETA FITA MATRICIAL GENERICA;12.7mm * 8m;193;0,55   ;0,77   ;0,74   ;2,25   ;Si
ER-ERC37BK;EPSON;Matricial;EPSON ERC37 NEGRA FITA MATRICIAL GENERICA;12.7mm * 8m;193;0,73   ;1,02   ;0,98   ;2,75   ;No
ER-ERC37PU;EPSON;Matricial;EPSON ERC37 VIOLETA FITA MATRICIAL GENERICA;12.7mm * 8m;193;0,73   ;1,02   ;0,98   ;2,75   ;Si
ER-ERC38BK;EPSON;Matricial;EPSON ERC38/34/30 NEGRA FITA MATRICIAL GENERICA C43S015374;12.7mm * 5m;193;0,34   ;0,48   ;0,46   ;1,50   ;Si
ER-ERC38BK/RED;EPSON;Matricial;EPSON ERC38/34/30 NEGRA/ROJA FITA MATRICIAL GENERICA C43S015376;12.7mm * 5m;193;0,34   ;0,48   ;0,46   ;1,50   ;Si
ER-ERC38PU;EPSON;Matricial;EPSON ERC38/34/30 VIOLETA FITA MATRICIAL GENERICA;12.7mm * 5m;193;0,34   ;0,48   ;0,46   ;1,50   ;Si
ER-ERC39BK;EPSON;Matricial;EPSON ERC39 NEGRA FITA MATRICIAL GENERICA;12.7mm * 3m;193;0,45   ;0,62   ;0,60   ;2,75   ;Si
ER-FX2190BK;EPSON;Matricial;EPSON FX2190/LQ2090 NEGRA FITA MATRICIAL GENERICA C13S015327;12.7mm * 32m;193;1,11   ;1,56   ;1,50   ;4,95   ;Si
ER-FX890BK;EPSON;Matricial;EPSON LQ590/FX890 NEGRA FITA MATRICIAL GENERICA C13S015329/C13S015337;12.7mm * 12m;193;0,73   ;1,02   ;0,98   ;3,90   ;Si
ER-LQ1000BK;EPSON;Matricial;EPSON LQ1000/ERC20 NEGRA FITA MATRICIAL GENERICA C13S015022;12.7mm * 10m;193;1,03   ;1,45   ;1,40   ;2,75   ;Si
ER-LQ2170BK;EPSON;Matricial;EPSON LQ2070/LQ2080/LQ2170/LQ2180 NEGRA FITA MATRICIAL GENERICA C13S015086;12.7mm * 30m;193;1,76   ;2,46   ;2,38   ;8,75   ;Si
ER-LQ2500BK;EPSON;Matricial;EPSON LQ2500 NEGRA FITA MATRICIAL GENERICA C13S015056;12.7mm * 7m;193;0,53   ;0,75   ;0,72   ;3,90   ;Si
ER-LQ630BK;EPSON;Matricial;EPSON LQ630 NEGRA FITA MATRICIAL GENERICA C13S015307;12.7mm * 10m;193;0,93   ;1,30   ;1,25   ;4,50   ;Si
ER-LQ800BK;EPSON;Matricial;EPSON ERC19/LQ300/LQ800 NEGRA FITA MATRICIAL GENERICA C13S015021/C13S015633;12.7mm * 10m;193;0,59   ;0,83   ;0,80   ;2,75   ;Si
ER-LX350BK;EPSON;Matricial;EPSON LX300/LX350/LX400 NEGRA FITA MATRICIAL GENERICA C13S015637;12.7mm * 10m;193;0,77   ;1,08   ;1,05   ;3,29   ;No
ER-PLQ20BK;EPSON;Matricial;EPSON PLQ20/PLQ22/PLQ30 NEGRA FITA MATRICIAL GENERICA C13S015339;6.35mm * 18m;193;0,98   ;1,38   ;1,33   ;7,50   ;Si
ET-ALC300BK;EPSON;Toner (Laser);EPSON WORKFORCE AL-C300 BLACK CARTUCHO DE TONER GENERICO C13S050751;7.300 Páginas;185;20,76   ;30,10   ;28,03   ;64,99   ;Si
ET-ALC300CY;EPSON;Toner (Laser);EPSON WORKFORCE AL-C300 CYAN CARTUCHO DE TONER GENERICO C13S050749;8.800 Páginas;185;21,60   ;31,33   ;29,17   ;99,99   ;Si
ET-ALC300MG;EPSON;Toner (Laser);EPSON WORKFORCE AL-C300 MAGENTA CARTUCHO DE TONER GENERICO C13S050748;8.800 Páginas;185;21,60   ;31,33   ;29,17   ;99,99   ;Si
ET-ALC300YL;EPSON;Toner (Laser);EPSON WORKFORCE AL-C300 YELLOW CARTUCHO DE TONER GENERICO C13S050747;8.800 Páginas;185;21,60   ;31,33   ;29,17   ;99,99   ;Si
ET-ALM300;EPSON;Toner (Laser);EPSON WORKFORCE AL-M300D BLACK CARTUCHO DE TONER GENERICO C13S050691;10.000 Páginas;185;4,35   ;6,09   ;5,87   ;34,50   ;Si
ET-ALM400;EPSON;Toner (Laser);EPSON WORKFORCE AL-M400DN/AL-M400DTN BLACK CARTUCHO DE TONER GENERICO C13S050699;23.700 Páginas;185;7,82   ;10,95   ;10,56   ;49,90   ;Si
ET-C1100BK;EPSON;Toner (Laser);EPSON ACULASER C1100/CX11 BLACK CARTUCHO DE TONER GENERICO C13S050190;4.000 Páginas;185;5,79   ;8,10   ;7,81   ;23,50   ;Si
ET-C1100CY;EPSON;Toner (Laser);EPSON ACULASER C1100/CX11 CYAN CARTUCHO DE TONER GENERICO C13S050189;4.000 Páginas;185;5,79   ;8,10   ;7,81   ;23,50   ;Si
ET-C1100MG;EPSON;Toner (Laser);EPSON ACULASER C1100/CX11 MAGENTA CARTUCHO DE TONER GENERICO C13S050188;4.000 Páginas;185;5,79   ;8,10   ;7,81   ;23,50   ;Si
ET-C1100YL;EPSON;Toner (Laser);EPSON ACULASER C1100/CX11 YELLOW CARTUCHO DE TONER GENERICO C13S050187;4.000 Páginas;185;5,79   ;8,10   ;7,81   ;23,50   ;Si
ET-C1600BK;EPSON;Toner (Laser);EPSON ACULASER C1600/CX16 BLACK CARTUCHO DE TONER GENERICO C13S050557;2.700 Páginas;185;8,65   ;12,11   ;11,68   ;34,50   ;Si
ET-C1600CY;EPSON;Toner (Laser);EPSON ACULASER C1600/CX16 CYAN CARTUCHO DE TONER GENERICO C13S050556;2.700 Páginas;185;8,65   ;12,11   ;11,68   ;34,50   ;Si
ET-C1600MG;EPSON;Toner (Laser);EPSON ACULASER C1600/CX16 MAGENTA CARTUCHO DE TONER GENERICO C13S050555;2.700 Páginas;185;8,65   ;12,11   ;11,68   ;34,50   ;No
ET-C1600YL;EPSON;Toner (Laser);EPSON ACULASER C1600/CX16 YELLOW CARTUCHO DE TONER GENERICO C13S050554;2.700 Páginas;185;8,65   ;12,11   ;11,68   ;34,50   ;Si
ET-C1700BK;EPSON;Toner (Laser);EPSON ACULASER C1700/CX17 BLACK CARTUCHO DE TONER GENERICO C13S050614;2.000 Páginas;185;2,06   ;2,89   ;2,78   ;19,95   ;Si
ET-C1700CY;EPSON;Toner (Laser);EPSON ACULASER C1700/CX17 CYAN CARTUCHO DE TONER GENERICO C13S050613;1.400 Páginas;185;2,06   ;2,89   ;2,78   ;19,95   ;Si
ET-C1700MG;EPSON;Toner (Laser);EPSON ACULASER C1700/CX17 MAGENTA CARTUCHO DE TONER GENERICO C13S050612;1.400 Páginas;185;2,06   ;2,89   ;2,78   ;19,95   ;Si
ET-C1700YL;EPSON;Toner (Laser);EPSON ACULASER C1700/CX17 YELLOW CARTUCHO DE TONER GENERICO C13S050611;1.400 Páginas;185;2,06   ;2,89   ;2,78   ;19,95   ;Si
ET-C2600CY;EPSON;Toner (Laser);EPSON ACULASER C2600 CYAN CARTUCHO DE TONER GENERICO C13S050228;5.000 Páginas;185;24,41   ;35,39   ;32,95   ;62,90   ;Si
ET-C2600MG;EPSON;Toner (Laser);EPSON ACULASER C2600 MAGENTA CARTUCHO DE TONER GENERICO C13S050227;5.000 Páginas;185;24,41   ;35,39   ;32,95   ;62,90   ;Si
ET-C2600YL;EPSON;Toner (Laser);EPSON ACULASER C2600 YELLOW CARTUCHO DE TONER GENERICO C13S050226;5.000 Páginas;185;24,41   ;35,39   ;32,95   ;62,90   ;No
ET-C2800BK;EPSON;Toner (Laser);EPSON ACULASER C2800 BLACK CARTUCHO DE TONER GENERICO C13S051161;8.000 Páginas;185;18,44   ;26,74   ;24,90   ;72,50   ;Si
ET-C2800CY;EPSON;Toner (Laser);EPSON ACULASER C2800 CYAN CARTUCHO DE TONER GENERICO C13S051160;6.000 Páginas;185;18,44   ;26,74   ;24,90   ;72,50   ;Si
ET-C2800MG;EPSON;Toner (Laser);EPSON ACULASER C2800 MAGENTA CARTUCHO DE TONER GENERICO C13S051159;6.000 Páginas;185;18,44   ;26,74   ;24,90   ;72,50   ;Si
ET-C2800YL;EPSON;Toner (Laser);EPSON ACULASER C2800 YELLOW CARTUCHO DE TONER GENERICO C13S051158;6.000 Páginas;185;18,44   ;26,74   ;24,90   ;72,50   ;Si
ET-C2900BK;EPSON;Toner (Laser);EPSON ACULASER C2900/CX29 BLACK CARTUCHO DE TONER GENERICO C13S050630;3.000 Páginas;185;2,64   ;3,70   ;3,57   ;19,95   ;Si
ET-C2900CY;EPSON;Toner (Laser);EPSON ACULASER C2900/CX29 CYAN CARTUCHO DE TONER GENERICO C13S050629;2.500 Páginas;185;2,64   ;3,70   ;3,57   ;19,95   ;Si
ET-C2900MG;EPSON;Toner (Laser);EPSON ACULASER C2900/CX29 MAGENTA CARTUCHO DE TONER GENERICO C13S050628;2.500 Páginas;185;2,64   ;3,70   ;3,57   ;19,95   ;Si
ET-C2900YL;EPSON;Toner (Laser);EPSON ACULASER C2900/CX29 YELLOW CARTUCHO DE TONER GENERICO C13S050627;2.500 Páginas;185;2,64   ;3,70   ;3,57   ;19,95   ;No
ET-C3000CY;EPSON;Toner (Laser);EPSON ACULASER C3000 CYAN CARTUCHO DE TONER GENERICO C13S050212;4.000 Páginas;185;13,74   ;19,23   ;18,54   ;39,95   ;Si
ET-C3000MG;EPSON;Toner (Laser);EPSON ACULASER C3000 MAGENTA CARTUCHO DE TONER GENERICO C13S050211;4.000 Páginas;185;13,74   ;19,23   ;18,54   ;39,95   ;Si
ET-C3000YL;EPSON;Toner (Laser);EPSON ACULASER C3000 YELLOW CARTUCHO DE TONER GENERICO C13S050210;4.000 Páginas;185;13,74   ;19,23   ;18,54   ;39,95   ;Si
ET-C3800BK;EPSON;Toner (Laser);EPSON ACULASER C3800 BLACK CARTUCHO DE TONER GENERICO C13S051127;8.000 Páginas;185;17,81   ;25,83   ;24,05   ;72,50   ;Si
ET-C3800CY;EPSON;Toner (Laser);EPSON ACULASER C3800 CYAN CARTUCHO DE TONER GENERICO C13S051126;7.000 Páginas;185;17,81   ;25,83   ;24,05   ;72,50   ;Si
ET-C3800MG;EPSON;Toner (Laser);EPSON ACULASER C3800 MAGENTA CARTUCHO DE TONER GENERICO C13S051125;7.000 Páginas;185;17,81   ;25,83   ;24,05   ;72,50   ;Si
